	431	232	459	247	/sprites/525.SMIV/20
	237	61	263	79	/sprites/525.SMIV/21
	363	234	374	245	/sprites/646.SMIV/12
	278	187	294	198	/sprites/646.SMIV/21
	445	294	449	297	/sprites/510.SMIV/21
	418	299	422	302	
	491	257	495	260	/sprites/510.SMIV/20
	233	130	237	133	/sprites/577.SMIV/23
	245	57	249	60	/sprites/577.SMIV/5
	462	268	466	271	/sprites/510.SMIV/20
	435	296	439	299	/sprites/510.SMIV/21
	448	256	452	259	/sprites/510.SMIV/23
		284		287	/sprites/510.SMIV/21
	169	311	171	312	/sprites/513.SMIV/10
	311	179	313	180	/sprites/513.SMIV/11
	249	138	255	144	/sprites/522.SMIV/5
	317	153	321	154	/sprites/528.SMIV/19
	210	88	213	90	/sprites/528.SMIV/21
	303	158	307	160	/sprites/528.SMIV/20
	271	177	277	183	/sprites/522.SMIV/5
	416	277	419	279	/sprites/528.SMIV/21
	187	74	194	81	/sprites/522.SMIV/1
	256	149	259	151	/sprites/528.SMIV/21
	239	51	242	54	/sprites/554.SMIV/3
	162	102	169	107	/sprites/522.SMIV/2
	237	101	242	105	/sprites/517.SMIV/1
	253	19	255	22	/sprites/528.SMIV/13
	237	101	240	104	/sprites/504.SMIV/0
	220	91	224	95	/sprites/554.SMIV/5
	422	227	426	229	/sprites/528.SMIV/20
	204	83	208	87	/sprites/554.SMIV/9
	205	85	209	89	
	225	104	229	108	
	240	51	243	54	/sprites/554.SMIV/3
	233	103	236	106	
		104	235		/sprites/554.SMIV/0
dither	200	397	444	414	300000
crop	204	401	211	412	0	22	000000	/fonts/tactical.png
	211		218		48	44		
	218		225		72	66		
	225		232		56			
	232		239		64			
	239		246		32	77		
	246		253		40	66		
	253		260		16	77		
	260		267		0	22		
	267		274		32	66		
	274		281		40			
	281		288		24	77		
	288		295		32			
	295		302		16			
	302		309		120	66		
	309		316		72	77		
	316		323		40	66		
	323		330		32			
	330		337		112	22		
	337		344		0			
	344		351					
	351		358		72	33		
	358		365		0	22		
	365		372		16	77		
	372		379		40	66		
	379		386		104			
	386		393		8			
	393		400		72			
	400		407		112			
	407		414		72			
	414		421		112			
	421		428		56			
	428		435		112	22		
	435		442		0			
	203	400	210	411			ff0000	
	210		217		48	44		
	217		224		72	66		
	224		231		56			
	231		238		64			
	238		245		32	77		
	245		252		40	66		
	252		259		16	77		
	259		266		0	22		
	266		273		32	66		
	273		280		40			
	280		287		24	77		
	287		294		32			
	294		301		16			
	301		308		120	66		
	308		315		72	77		
	315		322		40	66		
	322		329		32			
	329		336		112	22		
	336		343		0			
	343		350					
	350		357		72	33		
	357		364		0	22		
	364		371		16	77		
	371		378		40	66		
	378		385		104			
	385		392		8			
	392		399		72			
	399		406		112			
	406		413		72			
	413		420		112			
	420		427		56			
	427		434		112	22		
	434		441		0			
rect	128	426	608	480	007fff
		427		479	000810
	132	431	139	442	007fff
	139		146		
	146		153		
	153		160		
	160		167		
	167		174		
	174		181		
	181		188		
	188		195		
	195		202		
	202		209		
	209		216		
	216		223		
	223		230		
	230		237		
	237		244		
	244		251		
	251		258		
	258		265		
	265		272		
	272		279		
	279		286		
	286		293		
	293		300		000810
	300		307		
	307		314		
	314		321		
	321		328		
	328		335		
	335		342		
	342		349		
	349		356		
	356		363		
	363		370		
	370		377		
	377		384		
	384		391		
	391		398		
	398		405		
	405		412		
	412		419		
	419		426		
	426		433		
	433		440		
	440		447		
	447		454		
	454		461		
	461		468		
	468		475		
	475		482		
	482		489		
	489		496		
	496		503		
	503		510		
	510		604		
	132	442	139	453	
	139		146		
	146		153		
	153		160		
	160		167		
	167		174		
	174		181		
	181		188		
	188		195		
	195		202		
	202		209		
	209		216		
	216		223		
	223		230		
	230		237		
	237		244		
	244		251		
	251		258		
	258		265		
	265		272		
	272		279		
	279		286		
	286		293		
	293		300		
	300		307		
	307		314		
	314		321		
	321		328		
	328		335		
	335		342		
	342		349		
	349		356		
	356		363		
	363		370		
	370		377		
	377		384		
	384		604		
	132	453	139	464	
	139		146		
	146		153		
	153		160		
	160		167		
	167		174		
	174		181		
	181		188		
	188		195		
	195		202		
	202		209		
	209		216		
	216		223		
	223		230		
	230		237		
	237		244		
	244		251		
	251		258		
	258		265		
	265		272		
	272		279		
	279		286		
	286		293		
	293		300		
	300		307		
	307		314		
	314		321		
	321		328		
	328		335		
	335		342		
	342		349		
	349		356		
	356		363		
	363		370		
	370		377		
	377		384		
	384		391		
	391		398		
	398		405		
	405		412		
	412		419		
	419		426		
	426		433		
	433		440		
	440		447		
	447		454		
	454		461		
	461		468		
	468		475		
	475		482		
	482		489		
	489		496		
	496		503		
	503		510		
	510		517		
	517		524		
	524		531		
	531		538		
	538		545		
	545		552		
	552		559		
	559		566		
	566		573		
	573		580		
	580		587		
	587		594		
	132	464	139	475	
	139		146		
	146		153		
	153		160		
	160		167		
	167		174		
	174		181		
	181		188		
	188		195		
	195		202		
	202		209		
	209		216		
	216		223		
	223		230		
	230		237		
	237		244		
	244		251		
	251		258		
	258		265		
	265		272		
	272		279		
	279		286		
	286		293		
	293		300		
	300		307		
	307		314		
	314		321		
	321		328		
	328		335		
	335		342		
	342		349		
	349		356		
	356		363		
	363		370		
	370		377		
	377		384		
	384		391		
	391		398		
	398		405		
	405		412		
	412		419		
	419		426		
	426		433		
	433		440		
	440		447		
	447		454		
	454		461		
	461		468		
	468		475		
	475		482		
	482		489		
	489		496		
	496		503		
	503		510		
	510		517		007fff
	517		524		
	524		531		
	531		538		
	538		545		
	545		552		000810
	552		604		
crop	139	431	146	442	72	44	000810	/fonts/tactical.png
	146		153		112			
	153		160		24			
	160		167		120			
	167		174		104			
	174		181		72			
	181		188		112			
	188		195		56			
	202		209		32	55		
	209		216		16			
	216		223		8	44		
	223		230		112			
	230		237		24	55		
	237		244		104	44		
	244		251		72			
	251		258		24	55		
	258		265					
	265		272		72	44		
	272		279		120			
	279		286		112			
	300		307		24	55	007fff	
	307		314		40	44		
	314		321		24			
	321		328		40	55		
	328		335		16			
	335		342		40	44		
	349		356		88			
	356		363		40			
	363		370		72	55		
	377		384		120	44		
	384		391		88			
	398		405		104	22		
	412		419		112	44		
	419		426		56	55		
	426		433		24	33		
	440		447		32	55		
	447		454		72	44		
	454		461		56			
	461		468		64			
	468		475		32	55		
	482		489		16	44		
	489		496		40			
	496		503		8			
	503		510		104			
	132	442	139	453	24	55		
	139		146		120	44		
	146		153		40	55		
	153		160		16			
	160		167		24	44		
	167		174		40			
	174		181		80	33		
	188		195		64	44		
	195		202		40	77		
	202		209		104	66		
	209		216		8			
	216		223		112			
	223		230		120	22		
	230		237		72	44		
	237		244		24	77		
	244		251		64	66		
	251		258		72			
	258		265		104			
	265		272		8			
	272		279		112			
	286		293		24	44		
	293		300		120	66		
	300		307					
	307		314		16	77		
	314		321		32	66		
	321		328		112	22		
	335		342		24	44		
	342		349		120	66		
	349		356		112			
	356		363		32	77		
	363		370		16			
	370		377		120	66		
	377		384		96			
	132	453	139	464	32	55		
	139		146		64	66		
	146		153		40			
	160		167		8	44		
	167		174		40	77		
	174		181		32	66		
	181		188		40			
	188		195		104			
	195		202		40			
	202		209		32			
	209		216		120			
	216		223		112			
	223		230		24	77		
	237		244		8	66		
	244		251		16	77		
	251		258		40	66		
	265		272		24	77		
	272		279		40	66		
	279		286		112			
	286		293		32			
	293		300		72			
	300		307		112			
	307		314		56			
	321		328		8			
	328		335		32			
	335		342					
	342		349		72			
	349		356		32	77		
	356		363		72	66		
	363		370		120			
	370		377		112			
	377		384		8			
	384		391		96			
	398		405		24	77		
	405		412		64	66		
	412		419		72			
	419		426		0	77		
	426		433		24			
	440		447		32			
	447		454		120	66		
	461		468		104			
	468		475		40			
	475		482					
	482		489		32	77		
	496		503		120	66		
	503		510		40	77		
	510		517		16			
	524		531		24	66		
	531		538		8			
	538		545		16	77		
	545		552					
	552		559		72	66		
	559		566		40			
	566		573		16	77		
	573		580		24			
	580		587		112	22		
	132	464	139	475	32	44		
	139		146		40	66		
	146		153		24	77		
	153		160		32			
	160		167		16			
	167		174		120	66		
	174		181		72	77		
	188		195		8	66		
	195		202		96			
	202		209					
	216		223		64			
	223		230		120			
	230		237		24	77		
	237		244		32			
	244		251		72	66		
	251		258		96			
	258		265		40			
	272		279		48	77		
	279		286		40	66		
	286		293		24	77		
	293		300					
	300		307		40	66		
	307		314		96			
	314		321		24	77		
	328		335		8	66		
	335		342		112			
	342		349		32			
	356		363		0	77		
	363		370		16			
	370		377		120	66		
	377		384		32	77		
	384		391		40	66		
	391		398		24			
	398		405		32	77		
	412		419		120	66		
	419		426		40	77		
	426		433		16			
	440		447		24	66		
	447		454		8			
	454		461		16	77		
	461		468					
	468		475		72	66		
	475		482		40			
	482		489		16	77		
	489		496		24			
	496		503		112	22		
	510		517		96	33	000810	
	517		524		40	44		
	524		531		120			
	531		538		32	55		
	538		545		112	33		
line	381	439	388	425	489048
			373	426	
	388	425			204020
draw	0	-144	128	624	/pictures/501.png
	608		640		/pictures/512.png
crop	29	159	35	171	0	36	ff0000	/fonts/computer.png
	35		41		48			
	41		47		8			
	102		108				ff7f00	
	108		114		32			
	114		120		64			
rect	614	359	615	431	00488f
			623	360	
	622			431	002850
	614	430			
	615	360	622	430	003870
	614	431	615	457	007fff
			623	432	
	622			457	00488f
	614	456			
	615	432	622	456	0070e0
	614	231	615	259	909048
			623	232	
	622			259	505028
	614	258			
	615	232	622	258	707038
	614	259	615	329	ffff7f
			623	260	
	622			329	909048
	614	328			
	615	260	622	328	e0e070
	614	103	615	112	904848
			623	104	
	622			112	502828
	614	111			
	615	104	622	111	703838
	614	112	615	201	ff7f7f
			623	113	
	622			201	904848
	614	200			
	615	113	622	200	e07070
	634	49	636	52	7fff7f
		53		56	60c060
		57		60	
		61		64	
		65		68	
		69		72	7fff7f
		73		76	60c060
		77		80	
		81		84	
		85		88	
		89		92	7fff7f
		93		96	60c060
		97		100	
		101		104	
		105		108	
		109		112	7fff7f
		113		116	60c060
		117		120	
		121		124	
		125		128	
		129		132	7fff7f
		133		136	60c060
		137		140	
		141		144	
		145		148	
		149		152	183018
		153		156	
		157		160	
		161		164	
		165		168	
		169		172	
		173		176	
		177		180	
		181		184	
		185		188	
		189		192	
		193		196	
		197		200	
		201		204	
		205		208	
		209		212	
		213		216	
		217		220	
		221		224	
		225		228	
		229		232	
		233		236	
		237		240	
		241		244	
		245		248	
		249		252	
		253		256	
		257		260	
		261		264	
		265		268	
		269		272	
		273		276	
		277		280	
		281		284	
		285		288	
		289		292	
		293		296	
		297		300	
		301		304	
		305		308	
		309		312	
		313		316	
		317		320	
		321		324	
		325		328	
		329		332	
		333		336	
		337		340	
		341		344	
		345		348	
		349		352	
		353		356	
		357		360	
		361		364	
		365		368	
		369		372	
		373		376	
		377		380	
		381		384	
		385		388	
		389		392	
		393		396	
		397		400	
		401		404	
		405		408	
		409		412	
		413		416	
		417		420	
		421		424	
		425		428	
		429		432	
		433		436	
		437		440	
		441		444	
		445		448	
	621	52	631	56	303000
		57		61	
		62		66	
		67		71	
		72		76	
		77		81	
		82		86	
	7	7	115	115	00ff00
	8	8	114	114	001000
	42	42	80	80	003000
point	32	40	00e000
	37	38	
	54	57	
	49	50	
	66	66	
	67	61	
	52	48	
	53	41	
	55	58	
	65	64	
	53	55	
	57		
	58	53	
		55	
	48	48	
	51	52	
	48	45	
	51	47	
		53	
	60	41	
	46	51	
	30	39	
	51	47	
	52	44	
	53	50	
	52	54	
	48	39	
	65	66	
	68	63	
	70	62	
	54	57	
	65	61	
	66	65	
	49	49	
			
	52	47	
	50	51	
	51		
			
	50	50	
	51	51	
			
	67	65	
		64	
	9	35	
	67	62	
	46	66	
	57	57	
	53	17	
rect	12	320	121	440	001000
		330	120	331	009000
		332	13	344	
			121	333	
	120			344	005000
	12	343			
	13	333	120	343	007000
	12	438		439	009000
	16	450	114	475	001010
	17		18	462	00c0c0
			44	451	
	43			462	007070
	17	461			
	18	451	43	461	009090
crop	15	320	21	332	104	48	00ff00	/fonts/computer.png
	21		27		8			
	27		33		72			
	33		39		112			
	39		45		0	24		
	45		51		104	48		
	51		57		40			
	57		63		112			
	63		69		40	60		
	15	332	21	344	96	36		
	21		27		16	48		
	27		33		40	84		
	33		39		72	72		
	39		45		96			
	45		51		32			
	51		57		112	36		
	15	344	21	356	96			
	21		27		24	60		
	27		33		0	84		
	33		39		40	72		
	39		45		24			
	45		51		72			
	51		57		8			
	57		63		96			
	63		69		0	24		
	69		75		120	48		
	75		81		16	84		
	81		87		32	72		
	87		93		40			
	93		99		16	84		
	99		105		24			
	105		111		112	36		
	15	356	21	368	96			
	21		27		104	48		
	27		33		40	72		
	33		39		24	84		
	39		45					
	45		51		8	72		
	51		57		56			
	57		63		40			
	63		69		112	36		
	15	368	21	380	96			
	21		27		104	48		
	27		33		72	72		
	33		39		24	84		
	39		45					
	45		51		72	72		
	51		57		120			
	57		63		112			
	63		69		0	24		
	69		75		24	60		
	75		81		32	84		
	81		87		8	72		
	87		93		32	84		
	93		99		40			
	99		105		24			
	105		111		112	36		
	19	450	25	462	16	60	00ffff	
	25		31		56	48		
	31		37		64			
	37		43		32	60		
	43		49		0	24		
	49		55		24	60		
	55		61		40	72		
	61		67		96			
	67		73		40			
	73		79		24			
	79		85		32	84		
rect	12	180	13	192	ffff00
			121	181	
	120			192	909000
	12	191			
	13	181	120	191	c0c000
crop	15	180	21	192	24	48	000000	/fonts/computer.png
	21		27		120			
	27		33		112			
	33		39		32	60		
	39		45		16			
	45		51		120	48		
	51		57		96			
	15	192	21	204	64		7fff7f	
	21		27		48	60		
	27		33		32	48		
	33		39		24	60		
	39		45		32			
	45		51		16			
	51		57		72			
	57		63		16			
draw	16	207	34	223	/sprites/646.SMIV/0
rect	14	204	36	205	489048
			15	206	
	35		36		
	14	225		226	
		224	15		
	35		36		
	42	206	49	220	003870
		220		224	0060c0
	40	204	51	205	00488f
			41	206	
	50		51		
	40	225		226	
		224	41		
	50		51		
	55	206	62	212	707000
		212		224	c0c000
	53	204	64	205	909000
			54	206	
	63		64		
	53	225		226	
		224	54		
	63		64		
crop	69	204	75	216	96	48	7fff7f	/fonts/computer.png
	75		81		16			
	81		87		40			
	87		93		8			
	93		99		104			
	99		105		0	24		
	105		111		8	36		
	69	216	75	228	48	48		
	75		81		40	60		
	81		87		96	48		
	87		93					
	93		99		0	60		
	99		105		96	48		
	105		111		24	60		
	111		117		40	48		
	69	192	75	204	24			
	75		81		104			
	81		87		72			
	87		93		24	60		
	93		99					
	99		105		72	48		
	105		111		96			
	111		117		40			
	12	228	18	240	48		ff0000	
	18		24		72	72		
	24		30		56			
	30		36		64			
	36		42		32	84		
	42		48		40	72		
	48		54		16	84		
rect	12	252	13	264	007fff
			121	253	
	120			264	00488f
	12	263			
	13	253	120	263	0060c0
crop	15	252	21	264	32	60	000000	/fonts/computer.png
	21		27		8	48		
	27		33		16	60		
	33		39		56	48		
	39		45		40			
	45		51		32	60		
rect	14	276	36	277	489048
			15	278	
	35		36		
	14	297		298	
		296	15		
	35		36		
